black_method,white_method,black_score,white_score,black_read_goal,white_read_goal,seed
nHandCustom,oseroAI,27,37,2,1,81
nHandCustom,oseroAI,27,37,2,1,82
nHandCustom,oseroAI,27,37,2,1,83
nHandCustom,oseroAI,27,37,2,1,84
nHandCustom,oseroAI,27,37,2,1,85
nHandCustom,oseroAI,27,37,2,1,86
nHandCustom,oseroAI,27,37,2,1,87
nHandCustom,oseroAI,27,37,2,1,88
nHandCustom,oseroAI,27,37,2,1,89
nHandCustom,oseroAI,27,37,2,1,90
nHandCustom,oseroAI,27,37,2,1,91
nHandCustom,oseroAI,27,37,2,1,92
nHandCustom,oseroAI,27,37,2,1,93
nHandCustom,oseroAI,27,37,2,1,94
nHandCustom,oseroAI,27,37,2,1,95
nHandCustom,oseroAI,27,37,2,1,96
nHandCustom,oseroAI,27,37,2,1,97
nHandCustom,oseroAI,27,37,2,1,98
nHandCustom,oseroAI,27,37,2,1,99
nHandCustom,oseroAI,27,37,2,2,0
nHandCustom,oseroAI,27,37,2,2,1
nHandCustom,oseroAI,27,37,2,2,2
nHandCustom,oseroAI,27,37,2,2,3
nHandCustom,oseroAI,27,37,2,2,4
nHandCustom,oseroAI,27,37,2,2,5
nHandCustom,oseroAI,27,37,2,2,6
nHandCustom,oseroAI,27,37,2,2,7
nHandCustom,oseroAI,27,37,2,2,8
nHandCustom,oseroAI,27,37,2,2,9
nHandCustom,oseroAI,27,37,2,2,10
nHandCustom,oseroAI,27,37,2,2,11
nHandCustom,oseroAI,27,37,2,2,12
nHandCustom,oseroAI,27,37,2,2,13
nHandCustom,oseroAI,27,37,2,2,14
nHandCustom,oseroAI,27,37,2,2,15
nHandCustom,oseroAI,27,37,2,2,16
nHandCustom,oseroAI,27,37,2,2,17
nHandCustom,oseroAI,27,37,2,2,18
nHandCustom,oseroAI,27,37,2,2,19
nHandCustom,oseroAI,27,37,2,2,20
nHandCustom,oseroAI,27,37,2,2,21
nHandCustom,oseroAI,27,37,2,2,22
nHandCustom,oseroAI,27,37,2,2,23
nHandCustom,oseroAI,27,37,2,2,24
nHandCustom,oseroAI,27,37,2,2,25
nHandCustom,oseroAI,27,37,2,2,26
nHandCustom,oseroAI,27,37,2,2,27
nHandCustom,oseroAI,27,37,2,2,28
nHandCustom,oseroAI,27,37,2,2,29
nHandCustom,oseroAI,27,37,2,2,30
nHandCustom,oseroAI,27,37,2,2,31
nHandCustom,oseroAI,27,37,2,2,32
nHandCustom,oseroAI,27,37,2,2,33
nHandCustom,oseroAI,27,37,2,2,34
nHandCustom,oseroAI,27,37,2,2,35
nHandCustom,oseroAI,27,37,2,2,36
nHandCustom,oseroAI,27,37,2,2,37
nHandCustom,oseroAI,27,37,2,2,38
nHandCustom,oseroAI,27,37,2,2,39
nHandCustom,oseroAI,27,37,2,2,40
nHandCustom,oseroAI,27,37,2,2,41
nHandCustom,oseroAI,27,37,2,2,42
nHandCustom,oseroAI,27,37,2,2,43
nHandCustom,oseroAI,27,37,2,2,44
nHandCustom,oseroAI,27,37,2,2,45
nHandCustom,oseroAI,27,37,2,2,46
nHandCustom,oseroAI,27,37,2,2,47
nHandCustom,oseroAI,27,37,2,2,48
nHandCustom,oseroAI,27,37,2,2,49
nHandCustom,oseroAI,27,37,2,2,50
nHandCustom,oseroAI,27,37,2,2,51
nHandCustom,oseroAI,27,37,2,2,52
nHandCustom,oseroAI,27,37,2,2,53
nHandCustom,oseroAI,27,37,2,2,54
nHandCustom,oseroAI,27,37,2,2,55
nHandCustom,oseroAI,27,37,2,2,56
nHandCustom,oseroAI,27,37,2,2,57
nHandCustom,oseroAI,27,37,2,2,58
nHandCustom,oseroAI,27,37,2,2,59
nHandCustom,oseroAI,27,37,2,2,60
nHandCustom,oseroAI,27,37,2,2,61
nHandCustom,oseroAI,27,37,2,2,62
nHandCustom,oseroAI,27,37,2,2,63
nHandCustom,oseroAI,27,37,2,2,64
nHandCustom,oseroAI,27,37,2,2,65
nHandCustom,oseroAI,27,37,2,2,66
nHandCustom,oseroAI,27,37,2,2,67
nHandCustom,oseroAI,27,37,2,2,68
nHandCustom,oseroAI,27,37,2,2,69
nHandCustom,oseroAI,27,37,2,2,70
nHandCustom,oseroAI,27,37,2,2,71
nHandCustom,oseroAI,27,37,2,2,72
nHandCustom,oseroAI,27,37,2,2,73
nHandCustom,oseroAI,27,37,2,2,74
nHandCustom,oseroAI,27,37,2,2,75
nHandCustom,oseroAI,27,37,2,2,76
nHandCustom,oseroAI,27,37,2,2,77
nHandCustom,oseroAI,27,37,2,2,78
nHandCustom,oseroAI,27,37,2,2,79
nHandCustom,oseroAI,27,37,2,2,80
nHandCustom,oseroAI,27,37,2,2,81
nHandCustom,oseroAI,27,37,2,2,82
nHandCustom,oseroAI,27,37,2,2,83
nHandCustom,oseroAI,27,37,2,2,84
nHandCustom,oseroAI,27,37,2,2,85
nHandCustom,oseroAI,27,37,2,2,86
nHandCustom,oseroAI,27,37,2,2,87
nHandCustom,oseroAI,27,37,2,2,88
nHandCustom,oseroAI,27,37,2,2,89
nHandCustom,oseroAI,27,37,2,2,90
nHandCustom,oseroAI,27,37,2,2,91
nHandCustom,oseroAI,27,37,2,2,92
nHandCustom,oseroAI,27,37,2,2,93
nHandCustom,oseroAI,27,37,2,2,94
nHandCustom,oseroAI,27,37,2,2,95
nHandCustom,oseroAI,27,37,2,2,96
nHandCustom,oseroAI,27,37,2,2,97
nHandCustom,oseroAI,27,37,2,2,98
nHandCustom,oseroAI,27,37,2,2,99
nLeast,random,36,28,1,1,0
nLeast,random,24,40,1,1,1
nLeast,random,41,23,1,1,2
nLeast,random,26,38,1,1,3
nLeast,random,44,20,1,1,4
nLeast,random,22,42,1,1,5
nLeast,random,3,61,1,1,6
nLeast,random,14,50,1,1,7
nLeast,random,35,29,1,1,8
nLeast,random,50,14,1,1,9
nLeast,random,45,19,1,1,10
nLeast,random,43,21,1,1,11
nLeast,random,10,54,1,1,12
nLeast,random,47,0,1,1,13
nLeast,random,10,54,1,1,14
nLeast,random,50,14,1,1,15
nLeast,random,19,45,1,1,16
nLeast,random,25,39,1,1,17
nLeast,random,52,12,1,1,18
nLeast,random,39,25,1,1,19
nLeast,random,52,12,1,1,20
nLeast,random,58,6,1,1,21
nLeast,random,35,28,1,1,22
nLeast,random,22,42,1,1,23
nLeast,random,46,18,1,1,24
nLeast,random,17,47,1,1,25
nLeast,random,48,16,1,1,26
nLeast,random,34,30,1,1,27
nLeast,random,41,22,1,1,28
nLeast,random,32,32,1,1,29
nLeast,random,51,13,1,1,30
nLeast,random,3,61,1,1,31
nLeast,random,48,16,1,1,32
nLeast,random,38,26,1,1,33
nLeast,random,22,42,1,1,34
nLeast,random,39,25,1,1,35
nLeast,random,54,10,1,1,36
nLeast,random,49,15,1,1,37
nLeast,random,27,37,1,1,38
nLeast,random,56,8,1,1,39
nLeast,random,58,6,1,1,40
nLeast,random,27,37,1,1,41
nLeast,random,51,13,1,1,42
nLeast,random,26,38,1,1,43
nLeast,random,8,56,1,1,44
nLeast,random,39,25,1,1,45
nLeast,random,48,16,1,1,46
nLeast,random,35,29,1,1,47
nLeast,random,32,32,1,1,48
nLeast,random,52,12,1,1,49
nLeast,random,40,24,1,1,50
nLeast,random,29,35,1,1,51
nLeast,random,49,15,1,1,52
nLeast,random,48,16,1,1,53
nLeast,random,39,25,1,1,54
nLeast,random,51,13,1,1,55
nLeast,random,30,34,1,1,56
nLeast,random,32,32,1,1,57
nLeast,random,43,21,1,1,58
nLeast,random,45,19,1,1,59
nLeast,random,47,17,1,1,60
nLeast,random,30,34,1,1,61
nLeast,random,36,28,1,1,62
nLeast,random,30,34,1,1,63
nLeast,random,37,27,1,1,64
nLeast,random,47,0,1,1,65
nLeast,random,38,26,1,1,66
nLeast,random,37,27,1,1,67
nLeast,random,15,49,1,1,68
nLeast,random,24,40,1,1,69
nLeast,random,50,0,1,1,70
nLeast,random,29,35,1,1,71
nLeast,random,33,31,1,1,72
nLeast,random,20,44,1,1,73
nLeast,random,54,9,1,1,74
nLeast,random,51,11,1,1,75
nLeast,random,22,42,1,1,76
nLeast,random,30,34,1,1,77
nLeast,random,36,28,1,1,78
nLeast,random,33,31,1,1,79
nLeast,random,24,40,1,1,80
nLeast,random,16,48,1,1,81
nLeast,random,56,8,1,1,82
nLeast,random,36,28,1,1,83
nLeast,random,60,0,1,1,84
nLeast,random,11,53,1,1,85
nLeast,random,15,49,1,1,86
nLeast,random,34,30,1,1,87
nLeast,random,22,42,1,1,88
nLeast,random,42,21,1,1,89
nLeast,random,1,46,1,1,90
nLeast,random,25,39,1,1,91
nLeast,random,47,7,1,1,92
nLeast,random,16,48,1,1,93
nLeast,random,27,37,1,1,94
nLeast,random,51,13,1,1,95
nLeast,random,16,48,1,1,96
nLeast,random,17,47,1,1,97
nLeast,random,51,3,1,1,98
nLeast,random,23,41,1,1,99
nLeast,random,36,28,1,2,0
nLeast,random,24,40,1,2,1
nLeast,random,41,23,1,2,2
nLeast,random,26,38,1,2,3
nLeast,random,44,20,1,2,4
nLeast,random,22,42,1,2,5
nLeast,random,3,61,1,2,6
nLeast,random,14,50,1,2,7
nLeast,random,35,29,1,2,8
nLeast,random,50,14,1,2,9
nLeast,random,45,19,1,2,10
nLeast,random,43,21,1,2,11
nLeast,random,10,54,1,2,12
nLeast,random,47,0,1,2,13
nLeast,random,10,54,1,2,14
nLeast,random,50,14,1,2,15
nLeast,random,19,45,1,2,16
nLeast,random,25,39,1,2,17
nLeast,random,52,12,1,2,18
nLeast,random,39,25,1,2,19
nLeast,random,52,12,1,2,20
nLeast,random,58,6,1,2,21
nLeast,random,35,28,1,2,22
nLeast,random,22,42,1,2,23
nLeast,random,46,18,1,2,24
nLeast,random,17,47,1,2,25
nLeast,random,48,16,1,2,26
nLeast,random,34,30,1,2,27
nLeast,random,41,22,1,2,28
nLeast,random,32,32,1,2,29
nLeast,random,51,13,1,2,30
nLeast,random,3,61,1,2,31
nLeast,random,48,16,1,2,32
nLeast,random,38,26,1,2,33
nLeast,random,22,42,1,2,34
nLeast,random,39,25,1,2,35
nLeast,random,54,10,1,2,36
nLeast,random,49,15,1,2,37
nLeast,random,27,37,1,2,38
nLeast,random,56,8,1,2,39
nLeast,random,58,6,1,2,40
nLeast,random,27,37,1,2,41
nLeast,random,51,13,1,2,42
nLeast,random,26,38,1,2,43
nLeast,random,8,56,1,2,44
nLeast,random,39,25,1,2,45
nLeast,random,48,16,1,2,46
nLeast,random,35,29,1,2,47
nLeast,random,32,32,1,2,48
nLeast,random,52,12,1,2,49
nLeast,random,40,24,1,2,50
nLeast,random,29,35,1,2,51
nLeast,random,49,15,1,2,52
nLeast,random,48,16,1,2,53
nLeast,random,39,25,1,2,54
nLeast,random,51,13,1,2,55
nLeast,random,30,34,1,2,56
nLeast,random,32,32,1,2,57
nLeast,random,43,21,1,2,58
nLeast,random,45,19,1,2,59
nLeast,random,47,17,1,2,60
nLeast,random,30,34,1,2,61
nLeast,random,36,28,1,2,62
nLeast,random,30,34,1,2,63
nLeast,random,37,27,1,2,64
nLeast,random,47,0,1,2,65
nLeast,random,38,26,1,2,66
nLeast,random,37,27,1,2,67
nLeast,random,15,49,1,2,68
nLeast,random,24,40,1,2,69
nLeast,random,50,0,1,2,70
nLeast,random,29,35,1,2,71
nLeast,random,33,31,1,2,72
nLeast,random,20,44,1,2,73
nLeast,random,54,9,1,2,74
nLeast,random,51,11,1,2,75
nLeast,random,22,42,1,2,76
nLeast,random,30,34,1,2,77
nLeast,random,36,28,1,2,78
nLeast,random,33,31,1,2,79
nLeast,random,24,40,1,2,80
nLeast,random,16,48,1,2,81
nLeast,random,56,8,1,2,82
nLeast,random,36,28,1,2,83
nLeast,random,60,0,1,2,84
nLeast,random,11,53,1,2,85
nLeast,random,15,49,1,2,86
nLeast,random,34,30,1,2,87
nLeast,random,22,42,1,2,88
nLeast,random,42,21,1,2,89
nLeast,random,1,46,1,2,90
nLeast,random,25,39,1,2,91
nLeast,random,47,7,1,2,92
nLeast,random,16,48,1,2,93
nLeast,random,27,37,1,2,94
nLeast,random,51,13,1,2,95
nLeast,random,16,48,1,2,96
nLeast,random,17,47,1,2,97
nLeast,random,51,3,1,2,98
nLeast,random,23,41,1,2,99
nLeast,nHand,56,0,1,1,0
nLeast,nHand,30,34,1,1,1
nLeast,nHand,56,8,1,1,2
nLeast,nHand,45,19,1,1,3
nLeast,nHand,42,22,1,1,4
nLeast,nHand,38,26,1,1,5
nLeast,nHand,48,16,1,1,6
nLeast,nHand,8,55,1,1,7
nLeast,nHand,56,8,1,1,8
nLeast,nHand,54,7,1,1,9
nLeast,nHand,58,6,1,1,10
nLeast,nHand,39,25,1,1,11
nLeast,nHand,3,60,1,1,12
nLeast,nHand,51,13,1,1,13
nLeast,nHand,20,44,1,1,14
nLeast,nHand,17,47,1,1,15
nLeast,nHand,41,23,1,1,16
nLeast,nHand,54,9,1,1,17
nLeast,nHand,26,38,1,1,18
nLeast,nHand,42,22,1,1,19
nLeast,nHand,60,3,1,1,20
nLeast,nHand,37,26,1,1,21
nLeast,nHand,41,23,1,1,22
nLeast,nHand,34,30,1,1,23
nLeast,nHand,43,21,1,1,24
nLeast,nHand,41,23,1,1,25
nLeast,nHand,2,58,1,1,26
nLeast,nHand,36,28,1,1,27
nLeast,nHand,39,25,1,1,28
nLeast,nHand,41,23,1,1,29
nLeast,nHand,39,25,1,1,30
nLeast,nHand,12,43,1,1,31
nLeast,nHand,56,8,1,1,32
nLeast,nHand,48,16,1,1,33
nLeast,nHand,36,28,1,1,34
nLeast,nHand,27,37,1,1,35
nLeast,nHand,61,0,1,1,36
nLeast,nHand,43,21,1,1,37
nLeast,nHand,43,21,1,1,38
nLeast,nHand,27,37,1,1,39
nLeast,nHand,38,26,1,1,40
nLeast,nHand,45,19,1,1,41
nLeast,nHand,51,0,1,1,42
nLeast,nHand,50,14,1,1,43
nLeast,nHand,50,14,1,1,44
nLeast,nHand,38,26,1,1,45
nLeast,nHand,16,48,1,1,46
nLeast,nHand,21,43,1,1,47
nLeast,nHand,53,11,1,1,48
nLeast,nHand,56,6,1,1,49
nLeast,nHand,51,13,1,1,50
nLeast,nHand,38,26,1,1,51
nLeast,nHand,44,20,1,1,52
nLeast,nHand,41,23,1,1,53
nLeast,nHand,44,20,1,1,54
nLeast,nHand,55,9,1,1,55
nLeast,nHand,57,7,1,1,56
nLeast,nHand,35,29,1,1,57
nLeast,nHand,19,45,1,1,58
nLeast,nHand,21,43,1,1,59
nLeast,nHand,55,3,1,1,60
nLeast,nHand,47,0,1,1,61
nLeast,nHand,47,16,1,1,62
nLeast,nHand,27,37,1,1,63
nLeast,nHand,25,39,1,1,64
nLeast,nHand,47,17,1,1,65
nLeast,nHand,42,22,1,1,66
nLeast,nHand,42,22,1,1,67
nLeast,nHand,55,2,1,1,68
nLeast,nHand,47,17,1,1,69
nLeast,nHand,35,29,1,1,70
nLeast,nHand,40,24,1,1,71
nLeast,nHand,27,37,1,1,72
nLeast,nHand,32,32,1,1,73
nLeast,nHand,38,26,1,1,74
nLeast,nHand,37,27,1,1,75
nLeast,nHand,59,5,1,1,76
nLeast,nHand,36,28,1,1,77
nLeast,nHand,42,22,1,1,78
nLeast,nHand,34,30,1,1,79
nLeast,nHand,44,18,1,1,80
nLeast,nHand,49,15,1,1,81
nLeast,nHand,33,30,1,1,82
nLeast,nHand,29,34,1,1,83
nLeast,nHand,41,23,1,1,84
nLeast,nHand,30,34,1,1,85
nLeast,nHand,32,32,1,1,86
nLeast,nHand,32,32,1,1,87
nLeast,nHand,30,34,1,1,88
nLeast,nHand,54,7,1,1,89
nLeast,nHand,57,2,1,1,90
nLeast,nHand,31,33,1,1,91
nLeast,nHand,38,26,1,1,92
nLeast,nHand,48,0,1,1,93
nLeast,nHand,30,34,1,1,94
nLeast,nHand,32,32,1,1,95
nLeast,nHand,45,19,1,1,96
nLeast,nHand,0,57,1,1,97
nLeast,nHand,45,0,1,1,98
nLeast,nHand,17,47,1,1,99
nLeast,nHand,51,13,1,2,0
nLeast,nHand,45,19,1,2,1
nLeast,nHand,35,29,1,2,2
nLeast,nHand,44,20,1,2,3
nLeast,nHand,45,19,1,2,4
nLeast,nHand,54,10,1,2,5
nLeast,nHand,39,25,1,2,6
nLeast,nHand,38,26,1,2,7
nLeast,nHand,42,22,1,2,8
nLeast,nHand,45,19,1,2,9
nLeast,nHand,36,28,1,2,10
nLeast,nHand,24,40,1,2,11
nLeast,nHand,54,10,1,2,12
nLeast,nHand,45,19,1,2,13
nLeast,nHand,30,34,1,2,14
nLeast,nHand,39,25,1,2,15
nLeast,nHand,46,18,1,2,16
nLeast,nHand,29,35,1,2,17
nLeast,nHand,39,25,1,2,18
nLeast,nHand,6,58,1,2,19
nLeast,nHand,49,15,1,2,20
nLeast,nHand,21,43,1,2,21
nLeast,nHand,28,36,1,2,22
nLeast,nHand,39,25,1,2,23
nLeast,nHand,55,8,1,2,24
nLeast,nHand,39,25,1,2,25
nLeast,nHand,30,34,1,2,26
nLeast,nHand,8,56,1,2,27
nLeast,nHand,35,29,1,2,28
nLeast,nHand,40,24,1,2,29
nLeast,nHand,35,29,1,2,30
nLeast,nHand,28,36,1,2,31
nLeast,nHand,40,24,1,2,32
nLeast,nHand,38,26,1,2,33
nLeast,nHand,8,56,1,2,34
nLeast,nHand,33,31,1,2,35
nLeast,nHand,45,19,1,2,36
nLeast,nHand,39,25,1,2,37
nLeast,nHand,43,21,1,2,38
nLeast,nHand,16,48,1,2,39
nLeast,nHand,55,9,1,2,40
nLeast,nHand,36,28,1,2,41
nLeast,nHand,39,25,1,2,42
nLeast,nHand,8,56,1,2,43
nLeast,nHand,49,15,1,2,44
nLeast,nHand,35,29,1,2,45
nLeast,nHand,28,36,1,2,46
nLeast,nHand,39,25,1,2,47
nLeast,nHand,27,36,1,2,48
nLeast,nHand,35,29,1,2,49
nLeast,nHand,35,29,1,2,50
nLeast,nHand,12,52,1,2,51
nLeast,nHand,52,12,1,2,52
nLeast,nHand,39,25,1,2,53
nLeast,nHand,49,14,1,2,54
nLeast,nHand,45,19,1,2,55
nLeast,nHand,45,19,1,2,56
nLeast,nHand,43,20,1,2,57
nLeast,nHand,31,33,1,2,58
nLeast,nHand,53,10,1,2,59
nLeast,nHand,38,26,1,2,60
nLeast,nHand,26,38,1,2,61
nLeast,nHand,24,40,1,2,62
nLeast,nHand,31,33,1,2,63
nLeast,nHand,12,52,1,2,64
nLeast,nHand,45,19,1,2,65
nLeast,nHand,28,36,1,2,66
nLeast,nHand,16,48,1,2,67
nLeast,nHand,38,26,1,2,68
nLeast,nHand,26,38,1,2,69
nLeast,nHand,51,12,1,2,70
nLeast,nHand,47,17,1,2,71
nLeast,nHand,45,19,1,2,72
nLeast,nHand,28,36,1,2,73
nLeast,nHand,6,58,1,2,74
nLeast,nHand,45,19,1,2,75
nLeast,nHand,54,10,1,2,76
nLeast,nHand,28,36,1,2,77
nLeast,nHand,51,13,1,2,78
nLeast,nHand,30,34,1,2,79
nLeast,nHand,45,19,1,2,80
nLeast,nHand,52,12,1,2,81
nLeast,nHand,28,36,1,2,82
nLeast,nHand,51,13,1,2,83
nLeast,nHand,56,8,1,2,84
nLeast,nHand,50,14,1,2,85
nLeast,nHand,29,35,1,2,86
nLeast,nHand,37,27,1,2,87
nLeast,nHand,35,29,1,2,88
nLeast,nHand,45,19,1,2,89
nLeast,nHand,21,43,1,2,90
nLeast,nHand,6,58,1,2,91
nLeast,nHand,45,19,1,2,92
nLeast,nHand,32,32,1,2,93
nLeast,nHand,30,34,1,2,94
nLeast,nHand,8,56,1,2,95
nLeast,nHand,42,22,1,2,96
nLeast,nHand,30,34,1,2,97
nLeast,nHand,26,38,1,2,98
nLeast,nHand,28,36,1,2,99
nLeast,nHandCustom,20,44,1,1,0
nLeast,nHandCustom,14,50,1,1,1
nLeast,nHandCustom,11,53,1,1,2
nLeast,nHandCustom,29,35,1,1,3
nLeast,nHandCustom,16,48,1,1,4
nLeast,nHandCustom,16,48,1,1,5
nLeast,nHandCustom,12,52,1,1,6
nLeast,nHandCustom,29,35,1,1,7
nLeast,nHandCustom,19,45,1,1,8
nLeast,nHandCustom,20,44,1,1,9
nLeast,nHandCustom,1,59,1,1,10
nLeast,nHandCustom,34,30,1,1,11
nLeast,nHandCustom,29,35,1,1,12
nLeast,nHandCustom,21,43,1,1,13
nLeast,nHandCustom,22,42,1,1,14
nLeast,nHandCustom,29,35,1,1,15
nLeast,nHandCustom,16,48,1,1,16
nLeast,nHandCustom,20,44,1,1,17
nLeast,nHandCustom,27,37,1,1,18
nLeast,nHandCustom,27,37,1,1,19
nLeast,nHandCustom,16,48,1,1,20
nLeast,nHandCustom,13,51,1,1,21
nLeast,nHandCustom,25,39,1,1,22
nLeast,nHandCustom,34,30,1,1,23
nLeast,nHandCustom,16,48,1,1,24
nLeast,nHandCustom,22,42,1,1,25
nLeast,nHandCustom,19,45,1,1,26
nLeast,nHandCustom,27,37,1,1,27
nLeast,nHandCustom,16,48,1,1,28
nLeast,nHandCustom,17,47,1,1,29
nLeast,nHandCustom,7,57,1,1,30
nLeast,nHandCustom,20,44,1,1,31
nLeast,nHandCustom,21,43,1,1,32
nLeast,nHandCustom,11,53,1,1,33
nLeast,nHandCustom,20,44,1,1,34
nLeast,nHandCustom,29,35,1,1,35
nLeast,nHandCustom,15,49,1,1,36
nLeast,nHandCustom,13,51,1,1,37
nLeast,nHandCustom,29,35,1,1,38
nLeast,nHandCustom,29,35,1,1,39
nLeast,nHandCustom,13,51,1,1,40
nLeast,nHandCustom,23,41,1,1,41
nLeast,nHandCustom,20,44,1,1,42
nLeast,nHandCustom,29,35,1,1,43
nLeast,nHandCustom,24,40,1,1,44
nLeast,nHandCustom,21,43,1,1,45
nLeast,nHandCustom,17,47,1,1,46
nLeast,nHandCustom,29,35,1,1,47
nLeast,nHandCustom,29,35,1,1,48
nLeast,nHandCustom,11,53,1,1,49
nLeast,nHandCustom,6,58,1,1,50
nLeast,nHandCustom,20,44,1,1,51
nLeast,nHandCustom,20,44,1,1,52
nLeast,nHandCustom,11,53,1,1,53
nLeast,nHandCustom,29,35,1,1,54
nLeast,nHandCustom,22,42,1,1,55
nLeast,nHandCustom,21,43,1,1,56
nLeast,nHandCustom,21,43,1,1,57
nLeast,nHandCustom,27,37,1,1,58
nLeast,nHandCustom,29,35,1,1,59
nLeast,nHandCustom,20,44,1,1,60
nLeast,nHandCustom,13,51,1,1,61
nLeast,nHandCustom,34,30,1,1,62
nLeast,nHandCustom,29,35,1,1,63
nLeast,nHandCustom,20,44,1,1,64
nLeast,nHandCustom,16,48,1,1,65
nLeast,nHandCustom,15,49,1,1,66
nLeast,nHandCustom,27,37,1,1,67
nLeast,nHandCustom,16,48,1,1,68
nLeast,nHandCustom,23,41,1,1,69
nLeast,nHandCustom,27,37,1,1,70
nLeast,nHandCustom,19,44,1,1,71
nLeast,nHandCustom,16,48,1,1,72
nLeast,nHandCustom,12,52,1,1,73
nLeast,nHandCustom,27,37,1,1,74
nLeast,nHandCustom,16,48,1,1,75
nLeast,nHandCustom,22,42,1,1,76
nLeast,nHandCustom,12,52,1,1,77
nLeast,nHandCustom,29,35,1,1,78
nLeast,nHandCustom,27,37,1,1,79
nLeast,nHandCustom,27,37,1,1,80
nLeast,nHandCustom,16,48,1,1,81
nLeast,nHandCustom,17,47,1,1,82
nLeast,nHandCustom,27,37,1,1,83
nLeast,nHandCustom,16,48,1,1,84
nLeast,nHandCustom,16,48,1,1,85
nLeast,nHandCustom,22,42,1,1,86
nLeast,nHandCustom,29,35,1,1,87
nLeast,nHandCustom,15,49,1,1,88
nLeast,nHandCustom,16,48,1,1,89
nLeast,nHandCustom,20,44,1,1,90
nLeast,nHandCustom,27,37,1,1,91
nLeast,nHandCustom,16,48,1,1,92
nLeast,nHandCustom,16,48,1,1,93
nLeast,nHandCustom,20,44,1,1,94
nLeast,nHandCustom,27,37,1,1,95
nLeast,nHandCustom,20,44,1,1,96
nLeast,nHandCustom,26,38,1,1,97
nLeast,nHandCustom,21,43,1,1,98
nLeast,nHandCustom,34,30,1,1,99
nLeast,nHandCustom,34,30,1,2,0
nLeast,nHandCustom,16,48,1,2,1
nLeast,nHandCustom,16,48,1,2,2
nLeast,nHandCustom,38,26,1,2,3
nLeast,nHandCustom,46,18,1,2,4
nLeast,nHandCustom,38,26,1,2,5
nLeast,nHandCustom,16,48,1,2,6
nLeast,nHandCustom,23,41,1,2,7
nLeast,nHandCustom,18,46,1,2,8
nLeast,nHandCustom,37,27,1,2,9
nLeast,nHandCustom,22,42,1,2,10
nLeast,nHandCustom,33,31,1,2,11
nLeast,nHandCustom,46,18,1,2,12
nLeast,nHandCustom,5,58,1,2,13
nLeast,nHandCustom,16,48,1,2,14
nLeast,nHandCustom,12,52,1,2,15
nLeast,nHandCustom,25,39,1,2,16
nLeast,nHandCustom,10,54,1,2,17
nLeast,nHandCustom,18,46,1,2,18
nLeast,nHandCustom,17,47,1,2,19
nLeast,nHandCustom,31,33,1,2,20
nLeast,nHandCustom,9,55,1,2,21
nLeast,nHandCustom,22,42,1,2,22
nLeast,nHandCustom,33,31,1,2,23
nLeast,nHandCustom,41,23,1,2,24
nLeast,nHandCustom,16,48,1,2,25
nLeast,nHandCustom,16,48,1,2,26
nLeast,nHandCustom,18,46,1,2,27
nLeast,nHandCustom,48,16,1,2,28
nLeast,nHandCustom,48,16,1,2,29
nLeast,nHandCustom,16,48,1,2,30
nLeast,nHandCustom,47,17,1,2,31
nLeast,nHandCustom,38,26,1,2,32
nLeast,nHandCustom,16,48,1,2,33
nLeast,nHandCustom,30,34,1,2,34
nLeast,nHandCustom,12,52,1,2,35
nLeast,nHandCustom,16,48,1,2,36
nLeast,nHandCustom,11,53,1,2,37
nLeast,nHandCustom,15,49,1,2,38
nLeast,nHandCustom,20,44,1,2,39
nLeast,nHandCustom,41,23,1,2,40
nLeast,nHandCustom,22,42,1,2,41
nLeast,nHandCustom,15,49,1,2,42
nLeast,nHandCustom,18,46,1,2,43
nLeast,nHandCustom,32,32,1,2,44
nLeast,nHandCustom,10,54,1,2,45
nLeast,nHandCustom,22,42,1,2,46
nLeast,nHandCustom,18,46,1,2,47
nLeast,nHandCustom,12,52,1,2,48
nLeast,nHandCustom,16,48,1,2,49
nLeast,nHandCustom,16,48,1,2,50
nLeast,nHandCustom,43,21,1,2,51
nLeast,nHandCustom,45,19,1,2,52
nLeast,nHandCustom,16,48,1,2,53
nLeast,nHandCustom,43,21,1,2,54
nLeast,nHandCustom,5,58,1,2,55
nLeast,nHandCustom,5,58,1,2,56
nLeast,nHandCustom,16,48,1,2,57
nLeast,nHandCustom,13,51,1,2,58
nLeast,nHandCustom,12,52,1,2,59
nLeast,nHandCustom,45,19,1,2,60
nLeast,nHandCustom,9,55,1,2,61
nLeast,nHandCustom,33,31,1,2,62
nLeast,nHandCustom,38,26,1,2,63
nLeast,nHandCustom,39,25,1,2,64
nLeast,nHandCustom,16,48,1,2,65
nLeast,nHandCustom,22,42,1,2,66
nLeast,nHandCustom,40,24,1,2,67
nLeast,nHandCustom,47,16,1,2,68
nLeast,nHandCustom,9,55,1,2,69
nLeast,nHandCustom,27,37,1,2,70
nLeast,nHandCustom,7,57,1,2,71
nLeast,nHandCustom,5,58,1,2,72
nLeast,nHandCustom,15,49,1,2,73
nLeast,nHandCustom,17,47,1,2,74
nLeast,nHandCustom,5,58,1,2,75
nLeast,nHandCustom,22,42,1,2,76
nLeast,nHandCustom,22,42,1,2,77
nLeast,nHandCustom,20,44,1,2,78
nLeast,nHandCustom,21,43,1,2,79
nLeast,nHandCustom,5,58,1,2,80
nLeast,nHandCustom,34,30,1,2,81
nLeast,nHandCustom,22,42,1,2,82
